ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Loan_Status,Debt_Income_Ratio,Total_Income,Gender_Male,Married_Yes,Dependents_1,Dependents_2,Dependents_3+,Education_Not Graduate,Self_Employed_Yes,Property_Area_Semiurban,Property_Area_Urban,Income_bin_Low,Income_bin_Medium
2873,1872.0,132.0,360.0,0.0,0,0.02781289506953224,4745.0,1,1,0,1,0,0,0,1,0,0,1
16667,2250.0,86.0,360.0,1.0,1,0.004545935088275717,18917.0,1,1,1,0,0,0,1,1,0,0,0
2947,1603.0,128.0,360.0,1.0,0,0.02812568666227203,4550.0,1,1,0,1,0,0,0,0,1,0,1
4350,0.0,154.0,360.0,1.0,1,0.03539416226154907,4350.0,0,0,0,0,0,1,0,0,0,0,1
3095,0.0,113.0,360.0,1.0,1,0.03649870801033592,3095.0,1,1,0,0,1,1,0,0,0,0,1
2083,3150.0,128.0,360.0,1.0,1,0.02445548337791364,5233.0,1,1,0,0,0,0,0,1,0,1,0
10833,0.0,234.0,360.0,1.0,1,0.021598670851024553,10833.0,1,1,0,0,0,0,0,1,0,0,0
8333,0.0,246.0,360.0,1.0,1,0.029517638588912886,8333.0,1,1,0,1,0,0,0,1,0,0,0
1958,2436.0,131.0,360.0,1.0,1,0.029806598407281,4394.0,1,1,1,0,0,1,0,0,0,1,0
3547,0.0,80.0,360.0,0.0,0,0.02254791431792559,3547.0,1,0,0,1,0,0,0,0,0,0,1
18333,0.0,500.0,360.0,1.0,0,0.027271735573251882,18333.0,1,1,1,0,0,0,0,0,1,0,0
4583,2083.0,160.0,360.0,1.0,1,0.023998800059997,6666.0,1,1,0,1,0,0,1,1,0,0,1
2435,0.0,75.0,360.0,1.0,0,0.03078817733990148,2435.0,1,0,0,0,0,0,0,0,1,1,0
2699,2785.0,96.0,360.0,1.0,1,0.017502278942570646,5484.0,1,0,0,0,0,1,0,1,0,0,1
5333,1131.0,186.0,360.0,1.0,1,0.02877030162412993,6464.0,1,1,1,0,0,1,0,0,1,0,1
3691,0.0,110.0,360.0,1.0,1,0.029794149512459372,3691.0,1,0,0,0,0,1,0,0,0,0,1
17263,0.0,225.0,360.0,1.0,1,0.013032900834105653,17263.0,0,0,0,0,0,1,1,1,0,0,0
3597,2157.0,119.0,360.0,0.0,0,0.020677671589921807,5754.0,1,1,0,0,0,0,0,0,0,0,1
3326,913.0,105.0,84.0,1.0,1,0.024764150943396228,4239.0,0,1,1,0,0,0,0,1,0,0,1
2600,1700.0,107.0,360.0,1.0,1,0.02487793536386887,4300.0,1,1,0,0,0,1,0,0,0,0,1
4625,2857.0,111.0,12.0,1.0,1,0.014833622878524655,7482.0,1,1,0,0,0,0,0,0,1,0,1
2895,0.0,95.0,360.0,1.0,1,0.03280386740331492,2895.0,1,1,1,0,0,0,1,1,0,0,1
6283,4416.0,209.0,360.0,0.0,0,0.01953271028037383,10699.0,1,0,0,0,0,0,0,0,0,0,0
645,3683.0,113.0,480.0,1.0,1,0.026103026103026103,4328.0,0,0,0,0,0,0,0,0,0,1,0
3159,0.0,100.0,360.0,1.0,1,0.03164556962025317,3159.0,0,0,0,0,0,0,0,1,0,0,1
4865,5624.0,208.0,360.0,1.0,1,0.01982840800762631,10489.0,1,1,0,1,0,0,0,1,0,0,1
4050,5302.0,138.0,360.0,1.0,0,0.014754624184753555,9352.0,1,1,1,0,0,1,0,0,0,0,1
3814,1483.0,124.0,300.0,1.0,1,0.023405058512646282,5297.0,1,1,0,0,0,1,0,1,0,0,1
3510,4416.0,243.0,360.0,1.0,1,0.03065472435978302,7926.0,1,1,0,1,0,0,0,0,0,0,1
20833,6667.0,480.0,360.0,1.0,1,0.017453910766881204,27500.0,1,1,0,0,0,0,0,0,1,0,0
3583,0.0,96.0,360.0,1.0,0,0.026785714285714284,3583.0,1,0,0,0,0,0,0,0,1,0,1
2479,3013.0,188.0,360.0,1.0,1,0.03422537775350446,5492.0,1,1,0,0,0,0,1,0,1,1,0
13262,0.0,40.0,360.0,1.0,1,0.0030159089195506295,13262.0,0,0,1,0,0,0,0,0,1,0,0
3598,1287.0,100.0,360.0,1.0,0,0.020466639377814164,4885.0,1,0,0,0,0,1,0,0,0,0,1
6065,2004.0,250.0,360.0,1.0,1,0.030978934324659233,8069.0,1,1,1,0,0,0,0,1,0,0,0
3283,2035.0,148.0,360.0,1.0,1,0.027824779093814627,5318.0,1,1,0,1,0,0,0,0,1,0,1
2130,6666.0,70.0,180.0,1.0,0,0.00795725815618961,8796.0,1,1,0,0,0,0,0,1,0,1,0
5815,3666.0,311.0,360.0,1.0,0,0.032798987555368066,9481.0,1,0,0,0,0,0,0,0,0,0,1
3466,3428.0,150.0,360.0,1.0,1,0.021754894851341553,6894.0,1,1,0,0,1,0,0,0,0,0,1
2031,1632.0,113.0,480.0,1.0,1,0.03084061135371179,3663.0,0,1,0,1,0,0,0,1,0,1,0
3074,1800.0,123.0,360.0,0.0,0,0.02523076923076923,4874.0,1,1,0,0,0,1,0,1,0,0,1
4683,1915.0,185.0,360.0,1.0,0,0.028034550689498408,6598.0,1,0,0,0,0,0,0,1,0,0,1
3400,0.0,95.0,360.0,1.0,0,0.027932960893854747,3400.0,0,0,0,0,0,1,0,0,0,0,1
2192,1742.0,45.0,360.0,1.0,1,0.011435832274459974,3934.0,1,1,0,1,0,1,0,1,0,1,0
2500,0.0,55.0,360.0,1.0,1,0.021991203518592562,2500.0,1,0,0,0,0,0,0,1,0,1,0
5677,1424.0,100.0,360.0,1.0,1,0.014080540692762602,7101.0,1,1,0,0,1,0,1,0,0,0,1
7948,7166.0,480.0,360.0,1.0,1,0.03175653324512074,15114.0,1,1,0,1,0,0,1,0,0,0,0
4680,2087.0,128.0,360.0,1.0,0,0.018912529550827423,6767.0,1,0,0,0,0,0,0,1,0,0,1
17500,0.0,400.0,360.0,1.0,1,0.02285583680932518,17500.0,1,1,0,1,0,0,1,0,0,0,0
3775,0.0,110.0,360.0,1.0,1,0.02913135593220339,3775.0,1,1,0,0,0,0,0,1,0,0,1
5285,1430.0,161.0,360.0,0.0,1,0.023972602739726026,6715.0,1,1,1,0,0,1,0,1,0,0,1
2679,1302.0,94.0,360.0,1.0,1,0.023606228026117528,3981.0,1,0,1,0,0,1,0,1,0,0,1
6783,0.0,130.0,360.0,1.0,1,0.019162735849056603,6783.0,1,0,0,0,0,1,0,1,0,0,0
1025,5500.0,216.0,360.0,1.0,1,0.0330983757278578,6525.0,1,1,0,0,0,0,0,0,0,1,0
4281,0.0,100.0,360.0,1.0,1,0.023353573096683792,4281.0,1,1,0,0,1,0,0,0,1,0,1
3588,0.0,110.0,360.0,0.0,0,0.030649205906937867,3588.0,1,0,0,1,0,0,0,0,0,0,1
11250,0.0,196.0,360.0,1.0,0,0.017420673717891744,11250.0,1,0,1,0,0,0,0,1,0,0,0
18165,0.0,125.0,360.0,1.0,1,0.00688098645821865,18165.0,0,0,0,0,0,1,1,0,1,0,0
2550,2042.0,126.0,360.0,1.0,1,0.027433050293925537,4592.0,1,0,0,0,0,1,0,0,0,0,1
6133,3906.0,324.0,360.0,1.0,1,0.03227091633466136,10039.0,1,1,0,0,0,0,0,0,1,0,0
3617,0.0,107.0,360.0,1.0,1,0.02957435046987286,3617.0,1,0,0,1,0,0,0,1,0,0,1
2917,536.0,66.0,360.0,1.0,0,0.01910828025477707,3453.0,1,1,0,0,0,1,0,0,0,0,1
6417,0.0,157.0,180.0,1.0,1,0.024462449361171704,6417.0,1,1,0,0,1,0,0,0,0,0,0
4608,2845.0,140.0,180.0,1.0,1,0.018781862087469816,7453.0,0,1,1,0,0,0,0,1,0,0,1
2138,0.0,99.0,360.0,0.0,0,0.04628330995792426,2138.0,0,0,0,0,0,0,0,1,0,1,0
3652,0.0,95.0,360.0,1.0,1,0.026006022447303587,3652.0,0,0,1,0,0,0,0,1,0,0,1
2239,2524.0,128.0,360.0,1.0,1,0.02686817800167926,4763.0,1,1,1,0,0,1,0,0,1,1,0
3017,663.0,102.0,360.0,1.0,1,0.027709861450692746,3680.0,0,1,0,0,0,1,0,1,0,0,1
2768,1950.0,155.0,360.0,1.0,1,0.03284594193685103,4718.0,1,1,0,0,0,0,0,0,0,0,1
3358,0.0,80.0,36.0,1.0,0,0.023816612086930634,3358.0,1,0,0,0,0,1,0,1,0,0,1
2526,1783.0,145.0,360.0,1.0,1,0.033642691415313224,4309.0,1,0,0,0,0,0,0,0,0,0,1
5000,0.0,103.0,360.0,0.0,0,0.020595880823835233,5000.0,0,0,0,0,0,0,0,1,0,0,1
2785,2016.0,110.0,360.0,1.0,1,0.022907122032486463,4801.0,1,1,0,0,0,0,0,0,0,0,1
6633,0.0,128.0,360.0,0.0,0,0.01929454326198372,6633.0,1,1,0,1,0,0,1,0,0,0,0
2492,2375.0,128.0,360.0,1.0,1,0.02629416598192276,4867.0,1,1,1,0,0,1,0,0,0,1,0
3333,3250.0,158.0,360.0,1.0,1,0.02399756986634265,6583.0,1,1,1,0,0,0,0,0,1,0,1
2454,2333.0,181.0,360.0,0.0,0,0.03780284043441938,4787.0,1,1,0,0,0,1,0,0,1,1,0
3593,4266.0,132.0,180.0,0.0,0,0.016793893129770993,7859.0,1,1,0,0,0,0,0,0,0,0,1
5468,1032.0,26.0,360.0,1.0,1,0.003999384710044608,6500.0,1,1,1,0,0,0,0,1,0,0,1
2667,1625.0,84.0,360.0,1.0,1,0.019566736547868623,4292.0,0,0,0,0,0,0,0,0,1,0,1
10139,0.0,260.0,360.0,1.0,1,0.02564102564102564,10139.0,1,1,0,0,1,0,1,1,0,0,0
3887,2669.0,162.0,360.0,1.0,1,0.024706420619185602,6556.0,1,1,0,0,0,0,0,1,0,0,1
4180,2306.0,182.0,360.0,1.0,1,0.028056112224448898,6486.0,0,1,0,0,0,0,0,1,0,0,1
3675,242.0,108.0,360.0,1.0,1,0.027565084226646247,3917.0,1,1,0,1,0,1,0,1,0,0,1
19484,0.0,600.0,360.0,1.0,1,0.030792917628945343,19484.0,0,1,1,0,0,0,1,1,0,0,0
5923,2054.0,211.0,360.0,1.0,1,0.026447731260967663,7977.0,1,1,0,0,0,0,0,0,0,0,1
5800,0.0,132.0,360.0,1.0,1,0.022754697465954144,5800.0,1,0,0,0,0,1,1,1,0,0,1
8799,0.0,258.0,360.0,0.0,0,0.02931818181818182,8799.0,1,1,0,1,0,0,0,0,1,0,0
4467,0.0,120.0,360.0,1.0,1,0.02685765443151298,4467.0,1,1,0,0,0,1,0,0,0,0,1
3333,0.0,70.0,360.0,1.0,1,0.020995800839832032,3333.0,1,0,0,0,0,0,0,0,1,0,1
3400,2500.0,123.0,360.0,0.0,0,0.020843924758515507,5900.0,1,1,0,0,1,0,0,0,0,0,1
2378,0.0,9.0,360.0,1.0,0,0.0037831021437578815,2378.0,0,0,0,0,0,0,0,0,1,1,0
3166,2064.0,104.0,360.0,0.0,0,0.019881475817243355,5230.0,1,1,0,0,0,0,0,0,1,0,1
3417,1750.0,186.0,360.0,1.0,1,0.035990712074303405,5167.0,1,1,1,0,0,0,0,0,1,0,1
5116,1451.0,165.0,360.0,0.0,0,0.025121802679658953,6567.0,1,1,0,0,0,0,0,0,1,0,1
16666,0.0,275.0,360.0,1.0,1,0.016499670006599867,16666.0,1,1,0,1,0,0,0,0,1,0,0
6125,1625.0,187.0,480.0,1.0,0,0.024125919236227585,7750.0,1,1,0,1,0,1,0,1,0,0,0
6406,0.0,150.0,360.0,1.0,0,0.023411893241766818,6406.0,1,1,0,0,1,0,0,1,0,0,0
3159,461.0,108.0,84.0,1.0,1,0.029826014913007456,3620.0,1,1,0,1,0,0,0,0,1,0,1
3087,2210.0,136.0,360.0,0.0,0,0.025670064175160438,5297.0,1,1,0,0,0,0,0,1,0,0,1
3229,2739.0,110.0,360.0,1.0,1,0.018428547495392862,5968.0,1,0,0,0,0,0,0,0,1,0,1
1782,2232.0,107.0,360.0,1.0,1,0.026650062266500622,4014.0,1,1,1,0,0,0,0,0,0,1,0
3182,2917.0,161.0,360.0,1.0,1,0.02639344262295082,6099.0,1,0,0,0,0,0,0,0,1,0,1
6540,0.0,205.0,360.0,1.0,1,0.0313407735820211,6540.0,1,1,0,1,0,0,0,1,0,0,0
1836,33837.0,90.0,360.0,1.0,0,0.0025228457700285922,35673.0,1,0,0,0,0,0,0,0,1,1,0
3166,0.0,36.0,360.0,1.0,1,0.011367224502683928,3166.0,0,1,0,0,0,0,0,1,0,0,1
1880,0.0,61.0,360.0,1.0,0,0.03242955874534822,1880.0,1,1,1,0,0,0,0,0,0,1,0
2787,1917.0,146.0,360.0,0.0,0,0.031030818278427207,4704.0,1,1,1,0,0,0,0,0,0,0,1
4283,3000.0,172.0,84.0,1.0,0,0.023613399231191653,7283.0,1,1,1,0,0,0,0,0,0,0,1
2297,1522.0,104.0,360.0,1.0,1,0.027225130890052355,3819.0,1,1,0,0,0,0,0,0,1,1,0
2165,0.0,70.0,360.0,1.0,1,0.032317636195752536,2165.0,0,0,0,0,0,1,0,1,0,1,0
4750,0.0,94.0,360.0,1.0,1,0.01978530835613555,4750.0,1,0,0,0,0,0,0,1,0,0,1
2726,0.0,106.0,360.0,0.0,0,0.03887055372203887,2726.0,1,1,0,1,0,0,1,1,0,0,1
3000,3416.0,56.0,180.0,1.0,1,0.008726819386005922,6416.0,1,1,0,0,0,0,0,1,0,0,1
6000,0.0,205.0,240.0,1.0,0,0.03416097317113814,6000.0,1,1,0,1,0,0,1,1,0,0,1
9357,0.0,292.0,360.0,1.0,1,0.031203248557384055,9357.0,1,0,0,0,1,0,1,1,0,0,0
3859,3300.0,142.0,180.0,1.0,1,0.01983240223463687,7159.0,1,1,0,0,0,0,0,0,0,0,1
16120,0.0,260.0,360.0,1.0,1,0.016128031759816388,16120.0,1,1,0,0,0,0,1,0,1,0,0
3833,0.0,110.0,360.0,1.0,1,0.028690662493479395,3833.0,1,0,0,0,0,1,0,0,0,0,1
6383,1000.0,187.0,360.0,1.0,0,0.025325027085590465,7383.0,1,1,0,1,0,1,1,0,0,0,0
2987,0.0,88.0,360.0,0.0,0,0.029451137884872823,2987.0,1,0,0,0,0,0,0,1,0,0,1
9963,0.0,180.0,360.0,1.0,1,0.018065034122842234,9963.0,1,1,0,0,0,0,1,0,0,0,0
5780,0.0,192.0,360.0,1.0,1,0.03321224701608718,5780.0,1,1,0,1,0,0,0,0,1,0,1
416,41667.0,350.0,180.0,1.0,0,0.0083166999334664,42083.0,0,0,0,0,1,0,0,0,1,1,0
2894,2792.0,155.0,360.0,1.0,1,0.027255143309301916,5686.0,1,1,0,0,0,1,0,0,0,0,1
5703,0.0,128.0,360.0,1.0,1,0.02244039270687237,5703.0,1,1,0,0,1,0,0,0,1,0,1
3676,4301.0,172.0,360.0,1.0,1,0.021559288042115817,7977.0,1,0,0,0,0,0,0,0,0,0,1
12000,0.0,496.0,360.0,1.0,1,0.04132988917590201,12000.0,0,1,1,0,0,0,0,1,0,0,0
2400,3800.0,128.0,180.0,1.0,0,0.02064183196258668,6200.0,1,1,0,0,0,1,0,0,1,1,0
3400,2500.0,173.0,360.0,1.0,1,0.029317064904253516,5900.0,1,1,1,0,0,0,0,1,0,0,1
3987,1411.0,157.0,360.0,1.0,1,0.029079459159103538,5398.0,1,1,0,1,0,1,0,0,0,0,1
3232,1950.0,108.0,360.0,1.0,1,0.020837352884429866,5182.0,1,1,0,0,0,0,0,0,0,0,1
2900,0.0,71.0,360.0,1.0,1,0.024474319200275766,2900.0,0,0,0,0,0,0,0,0,0,0,1
4106,0.0,40.0,180.0,1.0,1,0.009739469198928659,4106.0,1,1,0,0,1,0,0,0,0,0,1
8072,240.0,253.0,360.0,1.0,1,0.030434259593407915,8312.0,1,1,1,0,0,0,0,0,1,0,0
7583,0.0,187.0,360.0,1.0,1,0.02465717299578059,7583.0,1,1,0,1,0,0,0,0,1,0,0
4583,0.0,133.0,360.0,0.0,0,0.029013961605584643,4583.0,0,0,0,0,0,0,1,1,0,0,1
